"First","Last","Player","Team","Season","Min","Pos","Shots","SoT","Dist","Solo","G","xG","xPlace","G-xG","KeyP","Dist.key","A","xA","A-xA","xG+xA","PA","xPA","xG/shot","xA/pass","G-xG/shot","A-xA/pass","Comp ($K)","Team/96","Min/96","Pos/96","Shots/96","SoT/96","G/96","xG/96","xPlace/96","G-xG/96","KeyP/96","A/96","xA/96","A-xA/96","xG+xA/96","PA/96","xPA/96","Comp ($K)/96","extreme1","extreme2","plotnames"
"Roger","Espinoza","Roger Espinoza","SKC",2019,1210,"CM",16,6,24.7488540332081,0.4375,0,1.248,-0.111840513228537,-1.24782963673663,20,24.866874219645,1,1.37425453839326,-0.37425453839326,2.62208417512989,0,1.13252301769496,0.0779893522960396,0.068712726919663,-0.0779893522960396,-0.018712726919663,800,"SKC",1210,"CM",1.26942148760331,0.47603305785124,0,0.0990013596088569,-0.00887329691730541,-0.0990013596088569,1.58677685950413,0.0793388429752066,0.109031765029548,-0.0296929220543413,0.208033124638405,0,0.0898530658667076,800,304,40,"Espinoza"
"Bojan","Bojan","Bojan","MTL",2019,637,"CAM",18,6,20.4222884643918,0.333333333333333,3,2.117,1.01812528887899,0.88265628249685,7,23.7191290610152,0,0.453038960728358,-0.453038960728358,2.57038267823151,2.55793257937097,1.32575218896408,0.117630206527953,0.0647198515326225,0.0490364601387139,-0.0647198515326225,NA,"MTL",637,"CAM",2.712715855573,0.904238618524333,0.452119309262166,0.319097326342704,0.153438034116771,0.133021982919462,1.05494505494505,0,0.0682758873311183,-0.0682758873311183,0.387373213673822,0.385496903641465,0.199799387975748,NA,389,411,"Bojan"
"Cory","Burke","Cory Burke","PHI",2019,535,"F",14,5,18.1788201449668,0.428571428571429,2,1.87,-0.940430454215856,0.129980090849255,4,19.247333629164,0,0.696631780835631,-0.696631780835631,2.56665168998638,1.65167954749553,1.08594765094801,0.133572850653625,0.174157945208908,0.00928429220351823,-0.174157945208908,80,"PHI",535,"F",2.51214953271028,0.897196261682243,0.358878504672897,0.335554974352283,-0.16875013757892,0.023323530320614,0.717757009345794,0,0.125003085906954,-0.125003085906954,0.460558060259238,0.296376143102002,0.194861634562634,80,366,376,"Burke"
"Tommy","Thompson","Tommy Thompson","SJE",2019,2424,"FB/WB",13,4,23.4521872571347,0.384615384615385,2,0.837,0.385560122699536,1.16336413023027,24,23.1594119893299,1,1.68566954479665,-0.68566954479665,2.52230541456638,0.74102927363117,0.496038326749673,0.064356605366902,0.0702362310331937,0.0894895484792519,-0.0285695643665271,175,"SJE",2424,"FB/WB",0.514851485148515,0.158415841584158,0.0792079207920792,0.0331340938522664,0.0152697078296846,0.0460738269398128,0.95049504950495,0.0396039603960396,0.0667591898929366,-0.027155229496897,0.099893283745203,0.0293476940051949,0.0196450822475118,175,251,372,"Thompson"
"Sean","Davis","Sean Davis","NYRB",2019,2769,"CDM",13,3,22.6441814076636,0.384615384615385,0,0.51,-0.208150438933402,-0.509521075435112,22,16.6105165054297,1,2.00134411194446,-1.00134411194446,2.51086518737957,0,0.340440590456513,0.039193928879624,0.0909701869065663,-0.039193928879624,-0.0455156414520208,328,"NYRB",2769,"CDM",0.450704225352113,0.104008667388949,0,0.0176648693541967,-0.00721648325662933,-0.0176648693541967,0.76273022751896,0.0346695557963164,0.0693857113566876,-0.0347161555603713,0.0870505807108844,0,0.011802924046163,328,189,41,"Davis"
"Larrys","Mabiala","Larrys Mabiala","POR",2019,2070,"CB",22,7,11.1516172495012,0,2,1.824,0.32085607518815,0.175981369085469,3,15.8317246383903,0,0.673247788595002,-0.673247788595002,2.49726641950953,1.34366071945403,1.16167560611418,0.0829099377688423,0.224415929531667,0.00799915314024858,-0.224415929531667,793,"POR",2070,"CB",1.02028985507246,0.32463768115942,0.0927536231884058,0.0845921683902391,0.0148802817478563,0.00816145479816666,0.139130434782609,0,0.0312230858478841,-0.0312230858478841,0.115815254238123,0.0623147000326507,0.0538748107183387,793,362,357,"Mabiala"
"Daniel","Lovitz","Daniel Lovitz","MTL",2019,2709,"FB/WB",12,6,26.141224877863,0.583333333333333,0,0.581,0.185435714085423,-0.580555342528967,19,19.5047271523437,1,1.89284222678044,-0.892842226780436,2.4733975693094,0,0.326771196760944,0.0483796118774139,0.0996232750937071,-0.0483796118774139,-0.0469916961463387,97,"MTL",2709,"FB/WB",0.425249169435216,0.212624584717608,0,0.0205733897684684,0.00657136528320436,-0.0205733897684684,0.673311184939092,0.035437430786268,0.0670774654008571,-0.0316400346145891,0.0876508551693255,0,0.0115799316681619,97,204,69,"Lovitz"
"Tomas","Conechny","Tomas Conechny","POR",2019,410,"Wing",10,5,20.0211234698183,0.1,1,1.4,0.403580081083885,-0.399731058895239,6,15.7752409918659,2,1.06063967272331,0.939360327276686,2.46037073161855,0.800485008364341,0.880621997436507,0.139973105889524,0.176773278787219,-0.0399731058895239,0.156560054546114,404,"POR",410,"Wing",2.34146341463415,1.17073170731707,0.234146341463415,0.327741906473031,0.0944967994732999,-0.0935955650096169,1.40487804878049,0.468292682926829,0.248344898979117,0.219947783947712,0.576086805452149,0.187430636104821,0.206194418911963,404,322,323,"Conechny"
"Erik","Hurtado","Erik Hurtado","SKC",2019,879,"F",20,9,18.7651592856098,0.05,2,2.035,-0.495828757946882,-0.0345132060418063,7,22.6511915923192,0,0.420440209053394,-0.420440209053394,2.4549534150952,2.05573094794849,1.36366618916708,0.10172566030209,0.0600628870076276,-0.00172566030209031,-0.0600628870076276,NA,"SKC",879,"F",2.18430034129693,0.982935153583618,0.218430034129693,0.222199394516511,-0.0541519462604103,-0.00376936038681843,0.764505119453925,0,0.045918384606514,-0.045918384606514,0.268117779123025,0.224516690560927,0.148932826120637,NA,380,356,"Hurtado"
"Carlos","Ascues","Carlos Ascues","ORL",2019,1205,"CM",9,3,17.4687428213538,0.111111111111111,1,1.382,-0.768722136759877,-0.382335734749516,8,20.2044400975134,1,1.05758922246273,-0.0575892224627332,2.43992495721225,0.116680540585516,0.768982183341886,0.153592859416613,0.132198652807842,-0.0424817483055018,-0.00719865280784165,452,"ORL",1205,"CM",0.71701244813278,0.239004149377593,0.0796680497925311,0.11012799214602,-0.0612425934680068,-0.0304599423534884,0.637344398340249,0.0796680497925311,0.0842560708352053,-0.00458802104267418,0.194384062981225,0.00929571111718634,0.0612633108720507,452,321,330,"Ascues"
"Leonardo","Bertone","Leonardo Bertone","CIN",2019,2221,"CDM",28,4,29.2972369318632,0.678571428571429,1,1.014,0.0110557475752788,-0.0143524823242375,18,18.039759094072,1,1.39199715583551,-0.39199715583551,2.40634963815975,0.609224278915171,0.649539550896615,0.0362268743687228,0.077333175324195,-0.000512588654437054,-0.0217776197686394,497,"CIN",2221,"CDM",1.21026564610536,0.172895092300765,0.0432237730751914,0.0438441415142399,0.000477871124370449,-0.000620368439048537,0.778027915353444,0.0432237730751914,0.0601673691851458,-0.0169435961099545,0.104011510699386,0.0263329719837264,0.028075550151317,497,279,281,"Bertone"
"Nicolas","Benezet","Nicolas Benezet","TOR",2019,461,"Wing",14,4,18.7481103551681,0.142857142857143,2,2.18,-0.404579448955422,-0.179954214807556,5,25.3214442618908,0,0.215656772054059,-0.215656772054059,2.39561098686161,0.986472168426218,1.86751435657619,0.155711015343397,0.0431313544108118,-0.012853872486254,-0.0431313544108118,NA,"TOR",461,"Wing",2.91540130151844,0.832971800433839,0.41648590021692,0.453960096792897,-0.0842508180037321,-0.0374741965759769,1.0412147505423,0,0.0449090024234049,-0.0449090024234049,0.498869099216302,0.205425874552965,0.388896698983329,NA,392,387,"Benezet"
"Aaron","Long","Aaron Long","NYRB",2019,2300,"CB",19,5,12.0796209861414,0.105263157894737,2,1.728,0.380270367171393,0.271844379432744,6,13.2969571552511,0,0.653913980605331,-0.653913980605331,2.38206960117259,1.04439567222185,1.12651765339525,0.090955558977224,0.108985663434222,0.0143075989175128,-0.108985663434222,800,"NYRB",2300,"CB",0.79304347826087,0.208695652173913,0.0834782608695652,0.0721317128584594,0.0158721544558494,0.0113465480111058,0.250434782608696,0,0.0272938009296138,-0.0272938009296138,0.0994255137880732,0.0435921671883904,0.0470198672721496,800,355,398,"Long"
"Zachary","Brault-Guillard","Zachary Brault-Guillard","MTL",2019,944,"FB/WB",11,5,23.0266923128958,0.272727272727273,0,0.588,-0.149891136342709,-0.588405584843827,13,18.6787505592854,1,1.7713269355584,-0.771326935558395,2.35973252040222,0,0.151086080772456,0.0534914168039843,0.136255918119877,-0.0534914168039843,-0.0593328411967996,81,"MTL",944,"FB/WB",1.11864406779661,0.508474576271186,0,0.0598378560858129,-0.0152431664077331,-0.0598378560858129,1.32203389830508,0.101694915254237,0.180134942599159,-0.0784400273449215,0.239972798684972,0,0.0153646861802498,81,208,78,"Brault-Guillard"
"Danny","Wilson","Danny Wilson","COL",2019,1434,"CDM",13,5,13.9648471534189,0.307692307692308,2,1.865,1.03013533722488,0.135030255458791,5,22.1479838104966,1,0.490153276172588,0.509846723827412,2.3551230207138,1.6109919401513,1.0029288958356,0.143459211118555,0.0980306552345176,0.0103869427275993,0.101969344765482,540,"COL",1434,"CDM",0.870292887029289,0.334728033472803,0.133891213389121,0.124851531015311,0.0689630351280257,0.00903968237381026,0.334728033472803,0.0669456066945607,0.0328136084467005,0.0341319982478602,0.157665139462012,0.107848832813476,0.0671416834032199,540,364,405,"Wilson"
"Jay","Chapman","Jay Chapman","TOR",2019,585,"CM",7,2,15.9383064343764,0.285714285714286,2,0.622,-0.161770217084131,1.37792089779562,9,14.3947386132021,2,1.73147028847693,0.268529711523066,2.35354939068131,0.297757457903263,0.364747041300215,0.0888684431720542,0.192385587608548,0.196845842542232,0.029836634613674,138,"TOR",585,"CM",1.14871794871795,0.328205128205128,0.328205128205128,0.10208477574636,-0.0265469074189344,0.226120352458768,1.47692307692308,0.328205128205128,0.284138714006471,0.044066414198657,0.386223489752831,0.0488627623225867,0.0598559247261891,138,212,371,"Chapman"
"Kim","Kee-Hee","Kim Kee-Hee","SEA",2019,2837,"CB",14,1,14.170135256837,0.214285714285714,0,1.625,-1.42189287486195,-1.62482966099383,8,17.1109809235405,1,0.713507032959725,0.286492967040275,2.33833669395356,0,1.05068119178105,0.11605926149956,0.0891883791199656,-0.11605926149956,0.0358116208800344,772,"SEA",2837,"CB",0.473739866055693,0.0338385618611209,0,0.0549818989973239,-0.0481148100059031,-0.0549818989973239,0.270708494888967,0.0338385618611209,0.0241440518731525,0.00969450998796842,0.0791259508704764,0,0.0355535405043992,772,347,172,"Kee-Hee"
"Junior","Moreno","Junior Moreno","DCU",2019,2770,"CDM",12,3,26.0490584864273,0.5,0,0.649,-0.225314549661806,-0.648749505381335,20,20.2287112836547,2,1.66954745718103,0.330452542818967,2.31829696256237,0,0.421276089927734,0.054062458781778,0.0834773728590517,-0.054062458781778,0.0165226271409483,160,"DCU",2770,"CDM",0.415884476534296,0.103971119133574,0,0.0224837373706167,-0.00780873529513841,-0.0224837373706167,0.693140794223827,0.0693140794223827,0.0578615725232416,0.0114525068991411,0.0803453098938583,0,0.0146001821780009,160,217,228,"Moreno"
"Donny","Toia","Donny Toia","RSL",2019,2279,"FB/WB",11,2,20.9168128709815,0.181818181818182,1,0.999,-0.135326856362137,0.000789014870098075,15,20.9387421430818,1,1.31307531344615,-0.313075313446153,2.31228629857605,0.952855631410879,0.695415827379017,0.0908373622845365,0.0875383542297435,7.17286245543704e-05,-0.0208716875630768,131,"RSL",2279,"FB/WB",0.463361123299693,0.0842474769635805,0.0421237384817903,0.042090502225744,-0.00570047310696145,3.3236256046255e-05,0.631856077226854,0.0421237384817903,0.0553116411105005,-0.0131879026287102,0.0974021433362445,0.040137841428453,0.0292935144486115,131,277,277,"Toia"
"Brooks","Lennon","Brooks Lennon","RSL",2019,1696,"FB/WB",10,2,25.8966018171252,0.3,0,0.939,-0.503489793030701,-0.939038966329154,19,20.7386654383484,1,1.37059344450365,-0.370593444503648,2.3096324108328,0,0.255322059065232,0.0939038966329154,0.0721364970791394,-0.0939038966329154,-0.019504918131771,243,"RSL",1696,"FB/WB",0.566037735849057,0.113207547169811,0,0.0531531490374993,-0.0284994222470208,-0.0531531490374993,1.07547169811321,0.0566037735849057,0.0775807610096405,-0.0209769874247348,0.13073391004714,0,0.0144521920225603,243,268,4,"Lennon"
"Ignacio","Piatti","Ignacio Piatti","MTL",2019,812,"Wing",20,4,21.0645474434051,0.35,3,1.521,-1.14298268341339,1.47905969360792,10,21.9689730156606,1,0.786705797553841,0.213294202446159,2.30764610394592,1.26225802313046,0.81262115306047,0.0760470153196038,0.0786705797553841,0.0739529846803962,0.0213294202446159,4443,"MTL",812,"Wing",2.36453201970443,0.472906403940887,0.354679802955665,0.179815602726157,-0.135130957644933,0.174864200229508,1.18226600985222,0.118226600985222,0.0930095524201585,0.0252170485650631,0.272825155146315,0.149232475641039,0.0960734368150309,4443,333,422,"Piatti"
"Omar","Browne","Omar Browne","MTL",2019,610,"Wing",16,4,22.2222238913443,0.1875,2,1.32,0.587719250638929,0.680304301966879,12,19.383722650871,1,0.983159582010612,0.0168404179893878,2.30285528004373,2.17229203373289,1.37028988269819,0.0824809811270701,0.081929965167551,0.0425190188729299,0.00140336816578231,90,"MTL",610,"Wing",2.51803278688525,0.629508196721312,0.314754098360656,0.207689814772426,0.0924935214120282,0.10706428358823,1.88852459016393,0.157377049180328,0.154726753890195,0.00265029529013316,0.36241656866262,0.341868910226816,0.215652178260699,90,312,370,"Browne"
"Matt","Hedges","Matt Hedges","FCD",2019,3146,"CB",13,3,11.2425828654047,0.0769230769230769,1,1.548,0.201769429364822,-0.547638504885679,7,17.58965323595,0,0.749462765890397,-0.749462765890397,2.29710127077608,0.453738278951273,0.849762914874758,0.119049115760437,0.107066109412914,-0.0421260388373599,-0.107066109412914,575,"FCD",3146,"CB",0.396694214876033,0.0915448188175461,0.0305149396058487,0.0472260955082725,0.00615698195137411,-0.0167111559024238,0.213604577240941,0,0.0228698110379778,-0.0228698110379778,0.0700959065462502,0.0138457961790598,0.0259304640266932,575,340,344,"Hedges"
"Frankie","Amaya","Frankie Amaya","CIN",2019,1313,"CAM",16,5,26.9321377910833,0.1875,0,0.732,0.0212253680780843,-0.731553543536187,25,20.7829906464071,0,1.55412143329996,-1.55412143329996,2.28567497683615,0,0.296791633140873,0.0457220964710117,0.0621648573319986,-0.0457220964710117,-0.0621648573319986,172,"CIN",1313,"CAM",1.16984006092917,0.365575019040366,0,0.0534875401214577,0.00155189286785689,-0.0534875401214577,1.82787509520183,0,0.113629594513935,-0.113629594513935,0.167117134635393,0,0.0216999213872992,172,235,180,"Amaya"
"Andy","Polo","Andy Polo","POR",2019,1161,"CM",15,3,22.4409581339473,0.133333333333333,0,0.931,0.104191511068817,-0.930553519245702,16,23.5488523119597,1,1.3501065111912,-0.350106511191202,2.2806600304369,0,0.713935298172915,0.0620369012830468,0.0843816569494501,-0.0620369012830468,-0.0218816569494501,150,"POR",1161,"CM",1.24031007751938,0.248062015503876,0,0.0769449938394379,0.00861531874470841,-0.0769449938394379,1.32299741602067,0.082687338501292,0.111636714103665,-0.0289493756023733,0.188581707943103,0,0.0590334096680446,150,266,44,"Polo"
"Amro","Tarek","Amro Tarek","NYRB",2019,1581,"CB",8,4,11.2716236689012,0.125,1,0.809,0.556245358614293,0.191282501429751,9,13.2683178350486,1,1.41108307926765,-0.411083079267655,2.2198005778379,0.619198610944171,0.466158038784974,0.101089687321281,0.156787008807517,0.0239103126787189,-0.0456758976964061,156,"NYRB",1581,"CB",0.485768500948767,0.242884250474383,0.0607210626185958,0.0491061858714382,0.0337758092517218,0.0116148767471576,0.546489563567362,0.0607210626185958,0.0856824640162523,-0.0249614013976565,0.134788649887691,0.0375983976284886,0.0283056114632242,156,247,284,"Tarek"
"Michaell","Chirinos","Michaell Chirinos","VAN",2019,431,"Wing",10,6,15.5736488285522,0.1,1,1.718,-0.128123385854027,-0.717895044814196,6,24.9771217502921,1,0.50052763284914,0.49947236715086,2.21842267766334,0.997169931631453,1.31648445546566,0.17178950448142,0.0834212721415233,-0.0717895044814196,0.0832453945251434,NA,"VAN",431,"Wing",2.22737819025522,1.33642691415313,0.222737819025522,0.382640195596666,-0.0285379235312914,-0.159902376571144,1.33642691415313,0.222737819025522,0.111486433302825,0.111251385722697,0.49412662889949,0.222107455769419,0.293230876391422,NA,353,334,"Chirinos"
"Rudy","Camacho","Rudy Camacho","MTL",2019,1570,"CB",9,3,11.4001743162673,0.222222222222222,1,1.552,-0.140176333675468,-0.552297057269972,5,19.1795822221415,0,0.662734490621004,-0.662734490621004,2.21503154789098,0.614550239148545,0.938107229427331,0.172477450807775,0.132546898124201,-0.0613663396966635,-0.132546898124201,749,"MTL",1570,"CB",0.55031847133758,0.18343949044586,0.0611464968152866,0.0949175270687371,-0.00857129174066556,-0.0337710302534505,0.305732484076433,0,0.0405238924201378,-0.0405238924201378,0.135441419488875,0.0375775942409301,0.0573619707165757,749,341,258,"Camacho"
"Hector","Jimenez","Hector Jimenez","CLB",2019,1721,"FB/WB",7,3,20.9469847818888,0.428571428571429,1,0.44,0.33206531235736,0.559809771071333,16,17.8467554948962,2,1.74991402831845,0.250085971681551,2.19010425724712,0.0842530217827158,0.209452223681379,0.062884318418381,0.109369626769903,0.0799728244387619,0.0156303732300969,200,"CLB",1721,"FB/WB",0.390470656595003,0.167344567112144,0.0557815223707147,0.0245544811023545,0.0185231086498005,0.0312270412683602,0.892504357931435,0.111563044741429,0.0976128685174731,0.0139501762239563,0.122167349619828,0.00469976181937287,0.0116835639008788,200,175,275,"Jimenez"
"Josh","Perez","Josh Perez","LAFC",2019,513,"Wing",12,5,16.7574961637705,0.0833333333333333,1,1.537,-0.0245065241743068,-0.536594731854274,6,18.1783155333702,1,0.600638451455051,0.399361548544948,2.13723318330932,0.00153660126275428,0.397989741590632,0.128049560987856,0.100106408575842,-0.0447162276545228,0.0665602580908247,76,"LAFC",513,"Wing",2.24561403508772,0.935672514619883,0.187134502923977,0.287549891341151,-0.00458601621975331,-0.100415388417174,1.12280701754386,0.187134502923977,0.112400178050068,0.0747343248739085,0.399950069391219,0.000287551113497877,0.0744776124614048,76,337,341,"Perez"
"David","Guzman","David Guzman","POR, CLB",2019,1596,"CDM",21,3,25.5368279578019,0.476190476190476,0,0.927,-0.337835978952848,-0.926751850953545,13,22.7069233799385,1,1.20014054830458,-0.200140548304585,2.12689239925813,0,0.756299784843757,0.0441310405215974,0.0923185037157373,-0.0441310405215974,-0.0153954267926603,320,"POR, CLB",1596,"CDM",1.26315789473684,0.180451127819549,0,0.0557444722378072,-0.020320961140021,-0.0557444722378072,0.781954887218045,0.0601503759398496,0.072188905161178,-0.0120385292213284,0.127933377398985,0,0.0454917163815794,320,265,103,"Guzman"
"Joao","Plata","Joao Plata","RSL",2019,375,"Wing",14,5,22.5316772719,0.428571428571429,1,1.618,-0.337970955263758,-0.617608118910502,5,17.7605755647227,0,0.506711307905511,-0.506711307905511,2.12431942681601,1.78974035742586,2.09885006381519,0.115543437065036,0.101342261581102,-0.0441148656364644,-0.101342261581102,856,"RSL",375,"Wing",3.584,1.28,0.256,0.414107678441089,-0.0865205645475221,-0.158107678441088,1.28,0,0.129718094823811,-0.129718094823811,0.543825773264899,0.45817353150102,0.537305616336689,856,346,283,"Plata"
"Nick","Lima","Nick Lima","SJE",2019,1963,"FB/WB",17,4,29.2736489210625,0.0588235294117647,1,0.573,-0.365202555735043,0.427101337243408,20,20.9045621057335,2,1.54020572458532,0.459794275414677,2.11310438734192,0.649088716826989,0.315897262325685,0.0336999213386231,0.0770102862292662,0.0251236080731416,0.0229897137707338,218,"SJE",1963,"FB/WB",0.831380539989812,0.195618950585838,0.0489047376464595,0.0280174588001186,-0.0178601351760388,0.0208872788463409,0.97809475292919,0.097809475292919,0.0753233568824203,0.0224861184104987,0.103340815682539,0.0317435134057009,0.0154488727372724,218,202,255,"Lima"
"Efrain","Alvarez","Efrain Alvarez","LAG",2019,576,"Wing",12,5,24.4379144245978,0.25,0,0.703,0.665707020652933,-0.7034060186127,12,18.2005744340814,3,1.40359012726896,1.59640987273104,2.10699614588166,0,0.332992614951896,0.058617168217725,0.11696584393908,-0.058617168217725,0.13303415606092,76,"LAG",576,"Wing",2,0.833333333333333,0,0.11723433643545,0.110951170108822,-0.11723433643545,2,0.5,0.23393168787816,0.26606831212184,0.35116602431361,0,0.0554987691586493,76,229,102,"Alvarez"
"Reggie","Cannon","Reggie Cannon","FCD",2019,2474,"FB/WB",10,1,22.6603325120457,0.1,1,0.52,-0.345728403476436,0.479517756014835,13,17.6232799747571,1,1.57915538305427,-0.579155383054268,2.09963762703943,0.733509513137592,0.345513456665118,0.0520482243985165,0.121473491004174,0.0479517756014835,-0.0445504140810975,80,"FCD",2474,"FB/WB",0.388035569927243,0.0388035569927243,0.0388035569927243,0.0201965624181794,-0.0134154918083015,0.0186069945745449,0.504446240905416,0.0388035569927243,0.0612768459067137,-0.0224732889139894,0.0814734083248931,0.02846277819774,0.0134071511074581,80,192,263,"Cannon"
"Micheal","Azira","Micheal Azira","MTL, CHI",2019,1797,"CM",11,3,21.5698755576673,0.272727272727273,0,1.409,0.0904269102590147,-1.40901746416168,13,24.5194555060612,1,0.67027427148483,0.32972572851517,2.07929173564651,0,1.57395662991385,0.128092496741971,0.0515595593449869,-0.128092496741971,0.02536351757809,147,"MTL, CHI",1797,"CM",0.587646076794658,0.160267111853088,0,0.0752730531772516,0.00483081991367024,-0.0752730531772516,0.69449081803005,0.0534223706176962,0.0358076405467689,0.0176147300709273,0.111080693724021,0,0.0840844944194375,147,324,15,"Azira"
"Wilfried","Zahibo","Wilfried Zahibo","NER",2019,1626,"CDM",14,2,16.7754871854123,0.357142857142857,1,1.533,-0.578490806402973,-0.532939984451672,11,29.1876489776612,1,0.544529488405674,0.455470511594326,2.07746947285735,0.625506245969844,0.997357187380877,0.109495713175119,0.0495026807641522,-0.038067141746548,0.0414064101449387,583,"NER",1626,"CDM",0.826568265682657,0.118081180811808,0.0590405904059041,0.0905056817388441,-0.0341544387544191,-0.0314650913329401,0.649446494464945,0.0590405904059041,0.0321493424888959,0.0268912479170082,0.12265502422774,0.0369302580646402,0.0588845571885389,583,335,249,"Zahibo"
"Franco","Escobar","Franco Escobar","ATL",2019,2156,"FB/WB",7,2,14.5967354527009,0.142857142857143,1,0.786,0.017377577708393,0.213781213353325,12,18.655163717925,2,1.28651003223816,0.713489967761841,2.07272881888483,0.655088508112584,0.297149852342872,0.112316969520954,0.10720916935318,0.0305401733361893,0.0594574973134867,300,"ATL",2156,"FB/WB",0.311688311688312,0.0890538033395176,0.0445269016697588,0.0350078866039336,0.000773769693880207,0.00951901506582522,0.534322820037106,0.0890538033395176,0.0572843057026267,0.0317694976368909,0.0922921923065603,0.029169061585718,0.0132311622564544,300,243,313,"Escobar"
"Harry","Novillo","Harry Novillo","MTL",2019,483,"Wing",11,4,25.5363120631493,0.272727272727273,1,0.555,-0.0795150735023761,0.444709921991854,12,18.8470802420895,2,1.51572780298781,0.484272197012193,2.07101788099595,0.821862230565975,0.420567851294187,0.0504809161825587,0.126310650248984,0.0404281747265322,0.0403560164176828,617,"MTL",483,"Wing",2.18633540372671,0.795031055900621,0.198757763975155,0.110368214262489,-0.0158042382116524,0.0883895497126667,2.38509316770186,0.397515527950311,0.301262668916831,0.0962528590334794,0.41163088317932,0.163351499242927,0.0835911257230682,617,198,303,"Novillo"
"Cole","Bassett","Cole Bassett","COL",2019,1124,"CM",13,7,18.4307859409726,0.307692307692308,2,1.322,0.864435454596564,0.678178198437238,12,23.0544316175182,1,0.731665644546769,0.268334355453231,2.05348744610953,2.26959725988131,0.865099942171452,0.101678600120212,0.0609721370455641,0.0521675537259414,0.0223611962877692,84,"COL",1124,"CM",1.11032028469751,0.597864768683274,0.170818505338078,0.112895812233118,0.0738307861577137,0.0579226931049598,1.02491103202847,0.0854092526690391,0.0624910159043504,0.0229182367646888,0.175386828137469,0.193844605826162,0.0738875395448927,84,313,406,"Bassett"
"Steven","Beitashour","Steven Beitashour","LAFC",2019,2003,"FB/WB",6,1,19.5220788823785,0.333333333333333,1,0.561,0.265041126566731,0.438814030627821,17,18.3624755574259,2,1.48306579504447,0.516934204955528,2.04425176441665,0.526427964619333,0.260102277466614,0.0935309948953631,0.0872391644143807,0.0731356717713035,0.0304078944091487,298,"LAFC",2003,"FB/WB",0.287568647029456,0.0479281078382426,0.0479281078382426,0.0268965816573785,0.0127029196956596,0.0210315261808641,0.814777833250125,0.0958562156764853,0.0710805373561005,0.0247756783203848,0.097977119013479,0.025230696257342,0.0124662100033924,298,201,338,"Beitashour"
"Doneil","Henry","Doneil Henry","VAN",2019,2283,"CB",12,6,10.380651748928,0.25,4,1.47,0.990739467178265,2.52977374333328,2,11.8958052465219,0,0.570925603371887,-0.570925603371887,2.04115186003861,2.15001299599724,0.981907176755016,0.122518854722227,0.285462801685943,0.210814478611106,-0.285462801685943,204,"VAN",2283,"CB",0.504599211563732,0.252299605781866,0.168199737187911,0.0618229174945272,0.0416605295002687,0.106376819693383,0.0840998685939553,0,0.0240073841102502,-0.0240073841102502,0.0858303016047773,0.0904079052193322,0.0412891322682793,204,330,443,"Henry"
"J.J.","Williams","J.J. Williams","CLB",2019,355,"F",7,1,11.536748070072,0,0,1.727,-1.47631671343398,-1.72688575771673,3,15.6112520468202,0,0.31036114711207,-0.31036114711207,2.0372469048288,0,0.928513265541932,0.246697965388105,0.103453715704023,-0.246697965388105,-0.103453715704023,150,"CLB",355,"F",1.89295774647887,0.270422535211268,0,0.466988824621989,-0.399229308421583,-0.466988824621989,0.811267605633803,0,0.0839286482331231,-0.0839286482331231,0.550917472855112,0,0.251090911245142,150,354,107,"Williams"
"Eddie","Segura","Eddie Segura","LAFC",2019,3187,"CB",16,2,11.8467778554204,0,1,1.405,-0.611629179564786,-0.405182859657426,4,20.5633075370372,0,0.627699372750666,-0.627699372750666,2.03288223240809,0.354234505603356,0.917676785519796,0.0878239287285891,0.156924843187667,-0.0253239287285891,-0.156924843187667,212,"LAFC",3187,"CB",0.481957954188892,0.0602447442736115,0.0301223721368058,0.0423274410188619,-0.0184237217565797,-0.0122050688820561,0.120489488547223,0,0.0189077940960351,-0.0189077940960351,0.061235235114897,0.0106703836014817,0.027642601634735,212,323,325,"Segura"
"Russell","Teibert","Russell Teibert","VAN",2019,2333,"CM",8,2,22.5673621579046,0.375,0,0.442,-0.142242647320867,-0.441749531930917,14,25.790695930298,3,1.57332926564996,1.42667073435004,2.01507879758088,0,0.278771054620197,0.0552186914913646,0.11238066183214,-0.0552186914913646,0.101905052453574,190,"VAN",2333,"CM",0.329189884269181,0.0822974710672953,0,0.0181774346615379,-0.00585310507621226,-0.0181774346615379,0.576082297471067,0.123446206600943,0.0647405098595785,0.0587056967413645,0.0829179445211164,0,0.0114710764010025,190,177,124,"Teibert"
"Victor","Ulloa","Victor Ulloa","CIN",2019,2094,"CDM",9,3,29.0181834570711,0.333333333333333,1,0.363,-0.269540202705257,0.636684310593609,24,22.5417456661637,1,1.64563561375737,-0.645635613757367,2.00895130316376,0.105956714997936,0.138646225572464,0.0403684099340434,0.0685681505732236,0.0707427011770677,-0.026901483906557,212,"CIN",2094,"CDM",0.412607449856734,0.137535816618911,0.0458452722063037,0.0166563066776569,-0.0123571439635648,0.0291889655286468,1.10028653295129,0.0458452722063037,0.0754446126650942,-0.0295993404587905,0.0921009193427511,0.00485761444116614,0.0063562739517462,212,157,276,"Ulloa"
